abstract_id,line_id,abstract_text,line_number,total_lines,target
22986420,22986420_9_14,"Time to meet discharge criteria was [ median ( IQR ) ( 95 % CI ) , MP vs placebo ] : 23.5 ( 23.3-23 .7 ) ( 17.8-43 .8 ) vs 23.5 ( 23.0-23 .8 ) ( 20.0-46 .8 ) h , the mean difference ( 95 % CI ) being -1.3 ( -4.7 to 2.2 ) h , P = 0.65 .",9,14,RESULTS
14696664,14696664_1_10,"One hundred twenty-one edentulous patients were treated with an IRO ( 2 endosseous implants , n = 61 ) or a conventional CD ( n = 60 ) .",1,10,METHODS
14498847,14498847_16_21,"All horses defaecated and urinated normally , and no excitement , sedation or ataxia were observed after METH administration .",16,21,RESULTS
16192577,16192577_5_15,Quality of life was assessed by using the European Organisation for Research and Treatment of Cancer instrument .,5,15,METHODS
16313107,16313107_0_8,To observe the effects of the acupuncture on the gastric motivity in patients with functional dyspepsia ( FD ) .,0,8,OBJECTIVE
8502509,8502509_0_13,To address the frequency of side effects of Ritalin therapy in children with attention deficit hyperactivity disorder ( ADHD ) using the Barkeley Side Effects Questionnaire ( BSEQ ) in a clinical setting .,0,13,OBJECTIVE
18789007,18789007_2_12,By means of randomization these patients were distributed into 2 groups : patients of group 1 ( n = 291 ) after washout period following withdrawal of previously taken b-blockers received acridilol for 24 weeks together with other antihypertensive therapy .,2,12,METHODS
19762549,19762549_11_15,"Families with psychologic symptoms were more likely to report that access to a counselor ( PTSD , P < .001 ; depression , P = .003 ) and information about spiritual services might have been helpful while the patient was in the ICU ( PTSD , P = .024 ; depression , P = .029 ) .",11,15,RESULTS
23563442,23563442_1_11,"Flush tears were collected from 47 healthy neophytes before lens wear , during the first day of lens wear , and after 1 month adaptation .",1,11,METHODS
22956434,22956434_9_10,Low-dose TAC accompanied by prednisone is enough to induce remission in the majority of patients with IMN .,9,10,CONCLUSIONS
20308616,20308616_12_15,Infants of mothers in both groups showed normal growth and survival .,12,15,RESULTS
23650092,23650092_5_12,CPM was induced by placing the subjects ' contralateral arm in a hot water bath ( 46.5 C ) for 2min .,5,12,METHODS
20641122,20641122_0_12,It has been proved in animal models that postconditioning ( PC ) could attenuate reperfusion injury .,0,12,BACKGROUND
21029466,21029466_12_16,Incidences of primary and secondary outcomes will be compared between groups .,12,16,METHODS
18840791,18840791_1_10,"The study was approved by the institutional ethics committee , and all patients gave written informed consent .",1,10,METHODS
20570980,20570980_0_15,"Owing to high injury rates , safety interventions are needed in the construction industry .",0,15,BACKGROUND
25170902,25170902_2_11,"A double-blind , parallel-group , randomized controlled trial was conducted among healthy men and women aged 20-35 years ( n = 138 ) .",2,11,METHODS
22467891,22467891_9_12,"In 10 of 12 healthy controls , a cool hypoesthesia area developed in the groin after the lidocaine block .",9,12,RESULTS
23885659,23885659_4_7,More women who had multiple antenatal contraceptive counselling sessions used modern contraceptive methods than those who had a single postnatal counselling session ( 57 % vs. 35 % ; p = 0.002 ) .,4,7,RESULTS
21295363,21295363_0_9,"We tested the effects of rosuvastatin combined with ramipril on atheroma volume and its mechanism in de novo , intermediate coronary artery disease .",0,9,BACKGROUND
9843464,9843464_6_11,Both early ( < 2 days ) and late ( > 2 days ) occurrences of sustained VT and VF were associated with a higher risk of later mortality ( P < 0.001 ) .,6,11,RESULTS
14998427,14998427_5_10,At the baseline there was not any significant difference between the control and intervention groups in terms of irrational prescribing habits .,5,10,RESULTS
19659873,19659873_1_12,Few trials have been conducted regarding the potential benefits of oral procyanidin in melasma .,1,12,BACKGROUND
24915612,24915612_6_14,Patients who switched to peginterferon alfa-2a achieved higher week 48 HBeAg seroconversion rates vs. those who continued ETV ( 14.9 % vs. 6.1 % ; p = 0.0467 ) .,6,14,RESULTS
18951992,18951992_7_11,Also 26/38 L-AmB patients ( 68 % ) versus 31/39 patients ( 79 % ) on placebo had no significant decline during the entire treatment ( p = 0.20 ) .,7,11,RESULTS
21864479,21864479_5_11,"Using the CPB and NPB in a random cross-over design , participants delivered 10 ventilations to test lungs connected to gas flow analysers for the randomly assigned target TV ranges .",5,11,METHODS
14563464,14563464_9_13,"According to the patients ' global evaluation , 76.8 % of patients in thiocolchicoside group evaluated the treatment as very good/good ( P < 0.0005 ) .",9,13,RESULTS
18511016,18511016_4_7,"After oE ( 2 ) , antithrombin III decreased from 104 % to 96 % ( P < .01 ) , the metalloproteinase-9 / tissue inhibitor of metalloproteinase-1 ratio increased ( P < .02 ) , and E-selectin decreased from 60 + / - 4.4 to 55 + / - 4.6 ng/mL ( P < .05 ) .",4,7,RESULTS
9756247,9756247_6_12,"Subjects could alter the amount , but not the composition of foods eaten .",6,12,METHODS
16045136,16045136_9_10,Elderly patients subjected to general anaesthesia displayed more frequent cognitive impairment during the immediate postoperative period in comparison to those who received a regional technique .,9,10,CONCLUSIONS
21509668,21509668_5_21,The wounds were measured by digital photography and ImageJ software .,5,21,METHODS
21114527,21114527_8_10,"This randomized trial on infant feeding turned out to be feasible , and dietary compliance was acceptable .",8,10,CONCLUSIONS
22379789,22379789_10_11,EA can lower the severity of urinary incontinence and improve clinical symptoms of micturition in stroke patients .,10,11,CONCLUSIONS
15143715,15143715_1_6,"Sixty in-patients of ICP were randomly divided into two groups , the group A treated with YCHD and the group B treated with SAM .",1,6,METHODS
12656937,12656937_6_12,"We failed to find a statistically significant difference between the two groups in the number of antidepressant responders ( > 50 % decline in HRSD or HRSD < 10 - 4 active and 4 sham ) or the mean HRSD change from baseline over the 2 weeks ( t = -0.22 , p = 0.83 ) .",6,12,RESULTS
8795667,8795667_11_15,"In study 2 inhaled 9.5 % saline with indomethacin ( osmolarity 3005 mOsm/kg ) increased the MBS PD20 by 1.1 doubling doses ( 95 % CI 0.2 to 2.0 ) compared with only 0.09 ( 95 % CI -0.83 to 1.0 ) and 0.04 ( 95 % CI -0.88 to 0.95 ) doubling doses with 3 % saline ( 918 mOsm/kg ) and 10 % saline ( 2994 mOsm / kg ) , respectively .",11,15,RESULTS
17853395,17853395_6_12,"Statistical methods followed established methods for crossover designs , including Student t tests to compare average intrapatient differences between treatments and linear models to adjust for potential concomitant covariates .",6,12,METHODS
18727133,18727133_2_7,They were randomized to receive treatment for these disorders in the primary care clinic or to a brokerage case management model that linked patients to community-based services .,2,7,METHODS
12475460,12475460_8_11,Fibrin D-dimer antigen did not vary significantly in any group .,8,11,RESULTS
21777715,21777715_5_14,Maximum trial dose of armodafinil was 250 mg/d .,5,14,METHODS
10509496,10509496_10_14,Causes of death were mainly related to extreme prematurity and were similar in the two groups .,10,14,RESULTS
12620950,12620950_11_15,"Total oxycodone consumption was also similar 49 mg + / - 48 and 59 mg + / - 51 ( P = 0.7 ) , respectively .",11,15,RESULTS
10547913,10547913_6_12,They were given an appointment time .,6,12,RESULTS
18985345,18985345_2_7,The effects of d-amphetamine on [ ( 11 ) C ] FLB 457 BP ( ND ) and distribution volume ( V ( T ) ) in the frontal cortex were not different from those of placebo .,2,7,RESULTS
21645394,21645394_6_15,"Of 1668 teens eligible for the RCT , 386 enrolled early , and 36 enrolled late , leaving 1246 non-participants .",6,15,RESULTS
8829417,8829417_0_14,"This study compares the anesthetic potency , duration , and side effects of subarachnoid meperidine and lidocaine for postpartum tubal ligation .",0,14,OBJECTIVE
11182010,11182010_6_13,At baseline healthy subjects had higher urinary levels of total cortisol metabolites ( TCM ) than subjects with asthma .,6,13,RESULTS
10845347,10845347_2_9,They completed the Interpersonal Support Evaluation List and the Yale Social Support Index and provided saliva samples for assessment of diurnal cortisol levels on each of 3 consecutive days .,2,9,METHODS
18343247,18343247_9_13,"There was no significant change in BP reduction between the first and second 24-hour periods of ABPM with valsartan ( -2.1 / -1.4 mm Hg ) , whereas enalapril was associated with a significant increase in BP over this period ( 5.5 / 3.8 mm Hg ; P < 0.001 vs first 24 hours ; P = 0.032 vs valsartan ) .",9,13,RESULTS
23041738,23041738_0_11,Hydroxyethyl starches ( HES ) 130/0 .4 ( Voluven ) and 130/0 .42 ( Venofundin ) impair coagulation less than older HES solutions with higher molecular weight and molar substitution .,0,11,OBJECTIVE
15113718,15113718_7_11,Final baseline-adjusted plasma homocysteine concentrations were significantly lower and B vitamin concentrations were significantly higher in the treatment group than in the placebo group ( P < 0.001 ) .,7,11,RESULTS
18030175,18030175_5_11,"After treatment , expressions of ER-alpha and progesterone receptors were up-regulated in both glands and stroma by both treatments , but to a lesser extent in glands by combined treatment .",5,11,RESULTS
20179636,20179636_9_13,In 73 % of BDP-treated patients colonoscopy showed remission compared with 27 % of 5-ASA ( P < 0.025 ) .,9,13,RESULTS
18419724,18419724_8_11,"Home discharge time was faster in the 35 mg group ( 123 min ) and in the 40 mg group ( 122 min ) than in the 50 mg group ( 165 min , P = 0.001 ) .",8,11,RESULTS
18955912,18955912_1_14,We evaluated the effect of cervical spine immobilization techniques on orotracheal intubation performance with a high-fidelity infant simulator .,1,14,OBJECTIVE
21280458,21280458_1_10,"A randomized , controlled , repeated measures research design was used .",1,10,METHODS
18396081,18396081_5_12,"Angle of deviation was recorded preoperatively and at 1 week , 3 months , and 6 months ; any postoperative complications and side effects were noted .",5,12,METHODS
19606689,19606689_8_10,"There was no significant reduction in symptom intensity score between baseline and at the end of the study in the wait-list group ( 23.06 vs. 20.69 , P = N.S. ) .",8,10,RESULTS
8799402,8799402_5_12,The total prostanoid levels increased after hepatectomy ( P < 0.01 ) .,5,12,RESULTS
16120070,16120070_2_13,"A random sample of 700 persons was drawn from the total population of the city of Kuopio , eastern Finland , aged 75 years on January 1 , 1998 ( n = 4518 ) .",2,13,METHODS
22676248,22676248_0_10,The purpose of this study was to describe the rationale and design of a randomized controlled trial analyzing the effects of mesh type ( Ultrapro versus Prolene mesh ) on postoperative pain and well-being following an endoscopic Totally Extraperitoneal ( TEP ) repair for inguinal hernias ( short : TULP trial ) .,0,10,BACKGROUND
15566656,15566656_6_15,The chemotherapy was repeated every 3 weeks as a cycle .,6,15,METHODS
23043203,23043203_9_13,There were no effects of the intervention on any other outcome .,9,13,RESULTS
10694547,10694547_8_12,"In the multivariate analysis with overall survival as the end point , the female sex was an independent favorable prognostic factor .",8,12,RESULTS
15505128,15505128_11_13,"Compared with the NCEP diet , the MLC diet , which is lower in total carbohydrates but higher in complex carbohydrates , protein , and monounsaturated fat , caused significantly greater weight loss over 12 weeks .",11,13,CONCLUSIONS
17552954,17552954_1_10,"Forty-three patients met the criteria for high-risk cancer after RRP ( Gleason score > or = 8 , pT3c or Gleason score 7 concomitant with pT3a/b and positive surgical margins ) and were prospectively randomized to either observation or AD for 12 months .",1,10,METHODS
